DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201412779,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1715,14,Pacific,1414,2,624,BATTERY - SIMPLE ASSAULT,0416,46,F,H,102.0,SIDEWALK,511.0,VERBAL THREAT,AA,Adult Arrest,624.0,,,,600    ROSE                         AV,,33.9991,-118.4721
221215514,07/11/2022 12:00:00 AM,07/10/2022 12:00:00 AM,1600,12,77th Street,1283,1,310,BURGLARY,1202 1274 1607 0329 0321 0344,62,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,9800 S  HOBART                       BL,,33.9468,-118.3079
202117470,12/27/2020 12:00:00 AM,12/26/2020 12:00:00 AM,1700,21,Topanga,2118,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,WINNETKA                     AV,ROSCOE                       BL,34.2203,-118.571
220517476,12/26/2022 12:00:00 AM,12/26/2022 12:00:00 AM,1815,5,Harbor,565,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,55,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,745.0,,,,500 W  8TH                          ST,,33.737,-118.2879
230910034,05/31/2023 12:00:00 AM,05/31/2023 12:00:00 AM,945,9,Van Nuys,989,1,761,BRANDISH WEAPON,0334 1822 0443,54,F,H,202.0,LIQUOR STORE,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,761.0,,,,4400    WOODMAN                      AV,,34.1504,-118.4312
231716377,10/12/2023 12:00:00 AM,10/10/2023 12:00:00 AM,2145,17,Devonshire,1756,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 1803,0,X,X,217.0,AUTO REPAIR SHOP,,,IC,Invest Cont,740.0,,,,10200    BALBOA                       BL,,34.254,-118.5128
200815396,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1545,8,West LA,891,2,624,BATTERY - SIMPLE ASSAULT,1822 0319 0400,30,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,12300 W  PICO                         BL,,34.0283,-118.4523
210916207,11/06/2021 12:00:00 AM,11/06/2021 12:00:00 AM,330,9,Van Nuys,923,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 0448,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,14600    GILMORE                      ST,,34.1876,-118.4531
201221596,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,1900,12,77th Street,1241,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0448 0408 0429 1206,59,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,,,,6000    BRYNHURST                    AV,,33.9829,-118.3338
220109651,04/04/2022 12:00:00 AM,04/04/2022 12:00:00 AM,1920,1,Central,139,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,900 E  2ND                          ST,,34.0472,-118.2342
220500884,11/25/2022 12:00:00 AM,11/25/2022 12:00:00 AM,1300,5,Harbor,515,1,761,BRANDISH WEAPON,0369 1000 1310 1312 0334 1309 1402 1822,18,M,X,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,761.0,998.0,,,300 W  PACIFIC COAST                HY,,33.7948,-118.2694
200814826,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,1315,8,West LA,806,2,946,OTHER MISCELLANEOUS CRIME,0329 0361,52,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,946.0,,,,2400    ROSCOMARE                    RD,,34.1191,-118.4638
211816605,09/09/2021 12:00:00 AM,09/09/2021 12:00:00 AM,715,18,Southeast,1829,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1822 0329,25,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,2000 E  97TH                         ST,,33.9482,-118.2366
220814470,09/13/2022 12:00:00 AM,09/13/2022 12:00:00 AM,1315,8,West LA,841,2,624,BATTERY - SIMPLE ASSAULT,1802 0419 0444 0400 0416,40,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,11900    WILSHIRE                     BL,,34.0466,-118.4643
230215712,08/19/2023 12:00:00 AM,08/19/2023 12:00:00 AM,1100,2,Rampart,205,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,0,X,X,203.0,OTHER BUSINESS,,,AA,Adult Arrest,341.0,,,,600 N  DILLON                       ST,,34.0786,-118.2788
211311395,06/18/2021 12:00:00 AM,06/18/2021 12:00:00 AM,1350,13,Newton,1352,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104,66,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,442.0,,,,MAIN                         ST,47TH                         PL,34.001,-118.274
222016176,10/09/2022 12:00:00 AM,10/09/2022 12:00:00 AM,2150,20,Olympic,2042,2,900,VIOLATION OF COURT ORDER,0913 2038,32,F,A,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,900.0,,,,900 S  WILTON                       PL,,34.0558,-118.3142
220413377,09/20/2022 12:00:00 AM,09/20/2022 12:00:00 AM,1400,4,Hollenbeck,456,1,210,ROBBERY,0416 0344,28,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210.0,,,,WABASH,FICKETT,34.0522,-118.2019
200208632,04/06/2020 12:00:00 AM,04/03/2020 12:00:00 AM,1400,2,Rampart,257,1,480,BIKE - STOLEN,0344,24,F,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,1300 W  7TH                          ST,,34.0552,-118.2675
240315900,11/01/2024 12:00:00 AM,10/30/2024 12:00:00 AM,2200,3,Southwest,333,1,480,BIKE - STOLEN,0344 1822,35,X,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,3000    WELLINGTON                   RD,,34.0276,-118.3384
200618065,11/16/2020 12:00:00 AM,11/16/2020 12:00:00 AM,320,6,Hollywood,621,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1307 1609 1402,64,M,W,501.0,SINGLE FAMILY DWELLING,212.0,BOTTLE,AO,Adult Other,740.0,998.0,,,8300    MULHOLLAND                   DR,,34.122,-118.383
221710196,06/15/2022 12:00:00 AM,06/14/2022 12:00:00 AM,1900,17,Devonshire,1795,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,720.0,JUNIOR HIGH SCHOOL,,,IC,Invest Cont,740.0,,,,17900    CHASE                        ST,,34.2246,-118.523
210617379,10/13/2021 12:00:00 AM,10/01/2021 12:00:00 AM,1340,6,Hollywood,659,2,354,THEFT OF IDENTITY,0377 1822 1501 0917,41,M,F,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,1300 N  SERRANO                      AV,,34.095,-118.307
211605668,02/28/2021 12:00:00 AM,10/01/2020 12:00:00 AM,1800,16,Foothill,1641,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 2000,26,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,,,,VAN NUYS                     BL,LAUREL CANYON                BL,34.2588,-118.4321
220900519,01/16/2022 12:00:00 AM,01/15/2022 12:00:00 AM,2350,9,Van Nuys,911,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329,35,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,998.0,,,15400    VANOWEN                      ST,,34.1939,-118.4684
240606252,02/17/2024 12:00:00 AM,02/16/2024 12:00:00 AM,1950,6,Hollywood,628,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0431 0444 1402,34,F,W,210.0,RESTAURANT/FAST FOOD,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,998.0,,,5900    FRANKLIN                     AV,,34.1084,-118.3213
221907268,03/21/2022 12:00:00 AM,03/21/2022 12:00:00 AM,500,19,Mission,1912,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,RALSTON                      AV,ROXFORD                      ST,34.3146,-118.4752
240107099,02/13/2024 12:00:00 AM,02/13/2024 12:00:00 AM,2155,1,Central,132,2,888,TRESPASSING,1501 0910,44,M,W,135.0,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888.0,,,,200 S  HOPE                         ST,,34.0549,-118.2511
241505862,02/08/2024 12:00:00 AM,02/07/2024 12:00:00 AM,1740,15,N Hollywood,1529,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,6200    AUCKLAND                     AV,,34.1831,-118.3605
210412787,09/12/2021 12:00:00 AM,09/12/2021 12:00:00 AM,1900,4,Hollenbeck,464,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1402 1814 0302 0447,24,F,B,101.0,STREET,102.0,HAND GUN,AO,Adult Other,236.0,998.0,,,200 N  CHICAGO                      ST,,34.0462,-118.2114
220605212,01/28/2022 12:00:00 AM,11/29/2021 12:00:00 AM,100,6,Hollywood,642,2,354,THEFT OF IDENTITY,0929,39,F,H,602.0,BANK,,,IC,Invest Cont,354.0,,,,7800 W  SUNSET                       BL,,34.0981,-118.3594
221109164,05/14/2022 12:00:00 AM,05/12/2022 12:00:00 AM,1830,11,Northeast,1117,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,2200    LAS COLINAS                  AV,,34.1317,-118.2164
211707754,04/14/2021 12:00:00 AM,04/13/2021 12:00:00 AM,2300,17,Devonshire,1767,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1202,32,F,A,108.0,PARKING LOT,,,IC,Invest Cont,740.0,,,,18500    PLUMMER                      ST,,34.2427,-118.5363
231411172,05/25/2023 12:00:00 AM,05/24/2023 12:00:00 AM,2230,14,Pacific,1431,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0386 0344,46,F,W,101.0,STREET,,,IC,Invest Cont,341.0,,,,100    WINDWARD                     AV,,33.9877,-118.4723
222016098,10/20/2022 12:00:00 AM,07/16/2022 12:00:00 AM,5,20,Olympic,2038,1,121,"RAPE, FORCIBLE",0913 2000 0527,25,F,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121.0,,,,3100    WILSHIRE                     BL,,34.0618,-118.2891
220912729,08/17/2022 12:00:00 AM,08/12/2022 12:00:00 AM,1140,9,Van Nuys,941,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,60,M,H,101.0,STREET,,,IC,Invest Cont,331.0,,,,15000    OXNARD                       ST,,34.1794,-118.4596
221306240,02/13/2022 12:00:00 AM,02/12/2022 12:00:00 AM,2100,13,Newton,1346,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1400 E  43RD                         ST,,34.0059,-118.2498
200316988,09/07/2020 12:00:00 AM,09/07/2020 12:00:00 AM,200,3,Southwest,335,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0334 0416 0449 1814 1218 0445,25,F,H,101.0,STREET,312.0,PIPE/METAL PIPE,AO,Adult Other,236.0,,,,2800 W  JEFFERSON                    BL,,34.0276,-118.3229
231709487,05/09/2023 12:00:00 AM,05/08/2023 12:00:00 AM,1500,17,Devonshire,1755,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,10000    ZELZAH                       AV,,34.2532,-118.5278
201715767,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,115,17,Devonshire,1787,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1300,36,F,H,101.0,STREET,,,IC,Invest Cont,421.0,,,,9800    WHITE OAK                    AV,,34.2375,-118.5227
211408896,03/28/2021 12:00:00 AM,03/28/2021 12:00:00 AM,2100,14,Pacific,1489,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,40,M,H,503.0,HOTEL,,,IC,Invest Cont,330.0,,,,CENTURY,AVIATION,33.9456,-118.3785
221007798,04/10/2022 12:00:00 AM,04/10/2022 12:00:00 AM,1800,10,West Valley,1015,1,210,ROBBERY,0344 0913 2000 1814 0400,38,F,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,18200    SATICOY                      ST,,34.2084,-118.5298
231716269,10/10/2023 12:00:00 AM,10/09/2023 12:00:00 AM,2130,17,Devonshire,1781,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,8700    INDEPENDENCE                 AV,,34.2282,-118.5907
230609909,05/17/2023 12:00:00 AM,05/17/2023 12:00:00 AM,1430,6,Hollywood,647,2,888,TRESPASSING,1822 1501,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,888.0,,,,6200    HOLLYWOOD                    BL,,34.1016,-118.3246
211007068,04/13/2021 12:00:00 AM,04/12/2021 12:00:00 AM,1430,10,West Valley,1049,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,0,M,W,104.0,DRIVEWAY,,,IC,Invest Cont,440.0,,,,6300    WOODLEY                      AV,,34.1822,-118.4836
231116896,12/16/2023 12:00:00 AM,12/16/2023 12:00:00 AM,200,11,Northeast,1133,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2900    CASITAS                      AV,,34.1116,-118.2467
230110257,04/09/2023 12:00:00 AM,03/26/2023 12:00:00 AM,1400,1,Central,143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,56,F,H,717.0,HEALTH SPA/GYM,,,IC,Invest Cont,440.0,,,,400 S  BROADWAY,,34.0495,-118.2494
230907079,03/18/2023 12:00:00 AM,03/18/2023 12:00:00 AM,1420,9,Van Nuys,964,2,624,BATTERY - SIMPLE ASSAULT,0342 0416 0356,51,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,14000    RIVERSIDE                    DR,,34.1576,-118.4387
220615879,09/05/2022 12:00:00 AM,09/04/2022 12:00:00 AM,1900,6,Hollywood,646,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1501,43,M,W,503.0,HOTEL,,,IC,Invest Cont,440.0,,,,6500    SELMA                        AV,,34.0998,-118.331
231906262,02/22/2023 12:00:00 AM,02/22/2023 12:00:00 AM,530,19,Mission,1902,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,14600    COBALT                       ST,,34.3232,-118.4521
200121628,11/27/2020 12:00:00 AM,08/05/2020 12:00:00 AM,1200,1,Central,111,1,480,BIKE - STOLEN,0344 1822,34,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,500 N  BROADWAY,,34.058,-118.241
220115313,06/30/2022 12:00:00 AM,06/30/2022 12:00:00 AM,1430,1,Central,164,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 0384 1218 0913 0329,44,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,7TH,LOS ANGELES                  ST,34.0432,-118.2504
200618093,11/16/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1000,6,Hollywood,645,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 1501 1205,18,M,H,519.0,SHORT-TERM VACATION RENTAL,,,IC,Invest Cont,440.0,,,,6800 W  HOLLYWOOD                    BL,,34.1016,-118.3391
242011510,09/05/2024 12:00:00 AM,09/05/2024 12:00:00 AM,1244,20,Olympic,2026,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344 1822,29,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont,440.0,,,,3400 W  5TH                          ST,,34.0672,-118.2941
211913066,09/09/2021 12:00:00 AM,09/09/2021 12:00:00 AM,150,19,Mission,1995,1,210,ROBBERY,0945 0325 0444 1822,0,X,X,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,7800    VAN NUYS                     BL,,34.2117,-118.4488
220714208,09/18/2022 12:00:00 AM,09/12/2022 12:00:00 AM,513,7,Wilshire,774,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,31,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440.0,,,,1600 S  SYCAMORE                     AV,,34.0453,-118.3491
220809283,05/09/2022 12:00:00 AM,05/08/2022 12:00:00 AM,2000,8,West LA,889,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1800 S  HOLT                         AV,,34.0452,-118.38
201909836,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,1305,19,Mission,1977,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,23,F,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,13800    RAYEN                        ST,,34.2352,-118.4339
220904947,01/26/2022 12:00:00 AM,01/26/2022 12:00:00 AM,1720,9,Van Nuys,909,2,624,BATTERY - SIMPLE ASSAULT,0444 0913 0448,20,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,13600    RUNNYMEDE                    ST,,34.2062,-118.4299
211305955,02/14/2021 12:00:00 AM,02/14/2021 12:00:00 AM,2030,13,Newton,1317,1,350,"THEFT, PERSON",1309 0346 0216 0400,65,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,1300 E  18TH                         ST,,34.0249,-118.2494
211011779,08/30/2021 12:00:00 AM,08/29/2021 12:00:00 AM,2100,10,West Valley,1003,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,,,IC,Invest Cont,510.0,,,,7900    RESEDA                       BL,,34.2148,-118.5404
201204393,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1845,12,77th Street,1249,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 1822 1309,27,M,H,102.0,SIDEWALK,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,,,,400 W  67TH                         ST,,33.979,-118.2809
211314814,08/25/2021 12:00:00 AM,08/25/2021 12:00:00 AM,1400,13,Newton,1375,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,HOOPER                       AV,53RD                         ST,33.9948,-118.2521
211006167,03/12/2021 12:00:00 AM,01/26/2021 12:00:00 AM,1000,10,West Valley,1039,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0935 0928,36,F,H,719.0,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,649.0,,,,15700    VANOWEN                      ST,,34.1939,-118.4756
200405364,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1330,4,Hollenbeck,497,1,330,BURGLARY FROM VEHICLE,1302 0344,52,M,H,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,330.0,,,,1400 S  LORENA                       ST,,34.0186,-118.2067
201321131,12/11/2020 12:00:00 AM,12/11/2020 12:00:00 AM,1545,13,Newton,1373,2,624,BATTERY - SIMPLE ASSAULT,0342 2024 1259 0416 0417 0419 0340 0913,15,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,SLAUSON,CENTRAL,33.9893,-118.2565
211413831,06/21/2021 12:00:00 AM,06/21/2021 12:00:00 AM,1920,14,Pacific,1494,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,212.0,TRANSPORTATION FACILITY (AIRPORT),,,IC,Invest Cont,740.0,,,,100    WORLD WAY,,33.9455,-118.4006
200115496,07/28/2020 12:00:00 AM,07/28/2020 12:00:00 AM,1550,1,Central,154,2,901,VIOLATION OF RESTRAINING ORDER,,54,M,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,901.0,,,,500 S  MAIN                         ST,,34.0465,-118.2488
240807353,03/24/2024 12:00:00 AM,03/23/2024 12:00:00 AM,1719,8,West LA,852,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0201 1822 0404 0344 0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,11800    SANTA MONICA                 BL,,34.0428,-118.4582
210307729,03/19/2021 12:00:00 AM,01/06/2021 12:00:00 AM,700,3,Southwest,338,2,354,THEFT OF IDENTITY,0930 0935 1822,18,M,J,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3100 S  HOOVER                       ST,,34.0268,-118.2896
200117090,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,326,1,Central,153,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 0344 1822 0448,63,M,H,902.0,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,440.0,,,,500 S  HILL                         ST,,34.0486,-118.2519
210213826,08/27/2021 12:00:00 AM,08/26/2021 12:00:00 AM,2200,2,Rampart,249,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 2000 0408 0416 0400 0913,28,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236.0,,,,BIXEL,6TH,34.054,-118.262
231212561,05/23/2023 12:00:00 AM,05/23/2023 12:00:00 AM,645,12,77th Street,1233,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,60TH                         ST,WESTERN                      AV,33.9852,-118.309
221306418,02/16/2022 12:00:00 AM,02/16/2022 12:00:00 AM,1210,13,Newton,1365,2,354,THEFT OF IDENTITY,0100 1202,68,F,H,750.0,CYBERSPACE,,,IC,Invest Cont,354.0,,,,1300 E  48TH                         ST,,34.0002,-118.2521
210704563,01/17/2021 12:00:00 AM,01/16/2021 12:00:00 AM,1600,7,Wilshire,736,1,330,BURGLARY FROM VEHICLE,0344 1300 1609 0329,46,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,300 S  COCHRAN                      AV,,34.0687,-118.3472
232013330,07/26/2023 12:00:00 AM,07/26/2023 12:00:00 AM,1810,20,Olympic,2023,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0506 0369 2002 1822,27,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930.0,,,,400 S  KINGSLEY                     DR,,34.0672,-118.3028
220207993,03/28/2022 12:00:00 AM,03/25/2022 12:00:00 AM,1530,2,Rampart,251,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 0329,68,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,740.0,,,,S  BENTON                       WY,W  6TH                          ST,34.0628,-118.2821
240509932,07/05/2024 12:00:00 AM,07/04/2024 12:00:00 AM,600,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,600 W  11TH                         ST,,33.7343,-118.2902
200815084,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,1030,8,West LA,822,1,330,BURGLARY FROM VEHICLE,0930 1210 0358 0344 1822,34,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,SUNSET                       BL,TEMESCAL CAN                 RD,34.043,-118.5398
210807940,04/08/2021 12:00:00 AM,04/08/2021 12:00:00 AM,1725,8,West LA,895,1,761,BRANDISH WEAPON,0334 1309 1822 1240 1310,26,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,761.0,,,,NATIONAL,PALMS,34.0344,-118.4049
200909258,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,1640,9,Van Nuys,952,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,53,F,H,503.0,HOTEL,,,IC,Invest Cont,740.0,,,,5500    SEPULVEDA                    BL,,34.1703,-118.4662
230614253,08/23/2023 12:00:00 AM,08/23/2023 12:00:00 AM,1300,6,Hollywood,622,2,888,TRESPASSING,1822 1501,25,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,8000    WOODROW WILSON               DR,,34.1229,-118.3719
230109806,04/03/2023 12:00:00 AM,04/02/2023 12:00:00 AM,1950,1,Central,138,1,330,BURGLARY FROM VEHICLE,0344 0329 1300 1307 1609,33,M,B,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,330.0,,,,600 E  4TH                          ST,,34.0468,-118.2415
210511527,07/15/2021 12:00:00 AM,07/14/2021 12:00:00 AM,1900,5,Harbor,558,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,40,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,200 W  SANTA CRUZ                   ST,,33.7442,-118.2817
240604816,01/05/2023 12:00:00 AM,01/04/2023 12:00:00 AM,2230,6,Hollywood,638,1,330,BURGLARY FROM VEHICLE,1300 1822 0344,43,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,6000    FRANKLIN                     AV,,34.1052,-118.3205
200104243,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,100,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0416 2004 1601,66,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 S  CENTRAL                      AV,,34.0381,-118.2401
201226924,12/22/2020 12:00:00 AM,12/21/2020 12:00:00 AM,2130,12,77th Street,1263,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2000 1813 0443,46,M,B,501.0,SINGLE FAMILY DWELLING,109.0,SEMI-AUTOMATIC PISTOL,AO,Adult Other,930.0,,,,7900 S  HARVARD                      BL,,33.9673,-118.3068
